Issue Type,Custom field (Patch Info),Issue key,Issue id,Parent id,Summary,Assignee,Reporter,Priority,Status,Resolution,Created,Updated,Due Date
New Feature,Patch Available,PIG-360,12401726,,Java  Datalog Library,,tcondie,Trivial,Resolved,Won't Fix,05/Aug/08 20:23,09/Jul/10 18:43,
Improvement,,PIG-155,12391789,,logo improvement,joa23,joa23,Trivial,Closed,Fixed,18/Mar/08 20:47,08/Jul/10 19:42,
Task,,PIG-1161,12443612,,Add missing apache headers to a few classes,dvryaboy,dvryaboy,Trivial,Closed,Fixed,17/Dec/09 04:24,14/May/10 06:46,
Bug,,PIG-1099,12441019,,[zebra] version on APACHE trunk should be 0.7.0 to be in pace with PIG,yanz,yanz,Trivial,Closed,Fixed,18/Nov/09 06:13,14/May/10 06:45,
Bug,,PIG-1070,12439687,,Review Basics link broken under Getting Started,,bobcgausa,Trivial,Resolved,Won't Fix,02/Nov/09 18:00,01/May/10 01:00,
Bug,,PIG-1329,12460255,,Pig version incorrect post-0.7 split,dvryaboy,dvryaboy,Trivial,Closed,Fixed,25/Mar/10 16:12,25/Mar/10 17:05,
New Feature,Patch Available,PIG-795,12424357,,"Command that selects a random sample of the rows, similar to LIMIT",ericg,ericg,Trivial,Closed,Fixed,30/Apr/09 23:16,25/Mar/10 00:12,
Improvement,,PIG-623,12412593,,Fix spelling errors in output messages,tomwhite,tomwhite,Trivial,Closed,Fixed,16/Jan/09 14:01,25/Mar/10 00:12,
Bug,,PIG-268,12398327,,Describe Bug,,amirhyoussefi,Trivial,Closed,Fixed,16/Jun/08 13:19,25/Mar/10 00:12,
New Feature,Patch Available,PIG-868,12429194,,indexof / lastindexof / lower / replace / substring udf's,bennies,bennies,Trivial,Closed,Fixed,30/Jun/09 13:53,24/Mar/10 22:13,
Improvement,Patch Available,PIG-704,12416351,,Interactive mode doesn't list defined aliases,ericg,ericg,Trivial,Closed,Fixed,07/Mar/09 02:17,24/Mar/10 22:04,
Improvement,Patch Available,PIG-692,12415839,,"when running script file, automatically set up job name based on the file name",vzaliva,vzaliva,Trivial,Closed,Fixed,28/Feb/09 02:32,24/Mar/10 22:04,
Improvement,,PIG-654,12413735,,Optimize build.xml,daijy,daijy,Trivial,Closed,Fixed,01/Feb/09 21:03,24/Mar/10 22:04,
Improvement,Patch Available,PIG-635,12413155,,POCast.java has incorrect formatting,sms,sms,Trivial,Closed,Fixed,24/Jan/09 06:39,24/Mar/10 22:04,
Wish,Patch Available,PIG-519,12408121,,allow for '#' to signify a comment in a PIG script,iholsman,iholsman,Trivial,Closed,Fixed,09/Nov/08 23:39,24/Mar/10 22:04,
Bug,,PIG-404,12403290,,"if there is no space after a ""=""  as in ""A=pigstatement"" the pig statement results in stack trace",,araceli,Trivial,Closed,Duplicate,28/Aug/08 22:03,24/Mar/10 22:04,
Bug,,PIG-341,12401048,,"Remove ""order by ... limit"" syntax",daijy,daijy,Trivial,Closed,Fixed,25/Jul/08 20:03,24/Mar/10 22:04,
Improvement,Patch Available,PIG-101,12388339,,Use ExecType.MAPREDUCE instead of duplicate string to initialize PigServer in tests,francisoud,francisoud,Trivial,Closed,Fixed,11/Feb/08 10:50,24/Mar/10 22:01,
Bug,,PIG-41,12383646,,Add a few patterns to svn:ignore,,phunt,Trivial,Closed,Fixed,30/Nov/07 18:07,24/Mar/10 22:01,
Improvement,,PIG-371,12402164,,Show line number in grunt,,amirhyoussefi,Trivial,Resolved,Won't Fix,11/Aug/08 22:33,15/Jan/10 06:20,
Improvement,,PIG-281,12399205,,Support # for comment besides --,,amirhyoussefi,Trivial,Resolved,Won't Fix,27/Jun/08 23:43,15/Jan/10 06:14,
Bug,,PIG-267,12398218,,Don't substitute parameters inside comments,,amirhyoussefi,Trivial,Resolved,Duplicate,13/Jun/08 08:13,22/Oct/09 18:21,
Improvement,,PIG-786,12423803,,"Default job.names - script name, load file pattern, store file pattern, sub task type",,ciemo,Trivial,Open,,26/Apr/09 17:14,26/Apr/09 20:17,
Improvement,,PIG-81,12387494,,inconsistent named methods in DataAtom,,oae,Trivial,Closed,Won't Fix,30/Jan/08 18:35,03/Jul/08 18:12,
Improvement,,PIG-141,12390483,,If would be nice if grunt could report error immediately when there are mismatching quotes in the store clause,,xuzh,Trivial,Resolved,Won't Fix,07/Mar/08 19:13,03/Jul/08 18:11,
Bug,,PIG-225,12395109,,\r in windows,,amirhyoussefi,Trivial,Open,,30/Apr/08 22:17,15/May/08 14:56,
